"UniqueID","T_round","HHMMSS","variable","parameter","level","unit","Obs","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","n"
7,5,48498.7,NA,NA,25,NA,45.5,5118.15,0,4.12866666666667,0.0458,226.9,1.155,2.56133333333333,25.9873333333333,6,1.42,1,2.84,24.8906666666667,25.9873333333333,25.0406666666667,399.734,385.994666666667,4.5767,8.0103,14.6646666666667,25.793,199.693333333333,1599.86666666667,0,102,20.95,0.7395,1,-0.22,2.74,1,0,0.16,111115,15
7,6,49757.8,NA,NA,31,NA,68,6376.73333333333,0,3.66866666666667,0.0375333333333333,215.2,1.19,3.19,29.7333333333333,6,1.42,1,2.84,30.12,29.7333333333333,31.09,401.248,388.832,6.35673333333333,9.89426666666667,15.1033333333333,23.51,199.666666666667,1598.93333333333,0,101.9,21.5,0.784,1,-0.22,2.74,1,0,0.16,111115,15
7,7,50684.8,NA,NA,35,NA,83,7304.2,0,3.27533333333333,0.03224,207.133333333333,1.18,3.67,32.1366666666667,6,1.42,1,2.84,33.51,32.1366666666667,34.99,400.054666666667,388.826,7.66526666666667,11.1816,15.0266666666667,21.9206666666667,199.6,1600,0,101.9,21.7,0.813,1,-0.22,2.74,1,0,0.16,111115,15
7,8,52634.4333333333,NA,NA,41,NA,105.5,9253.43333333333,0,2.281,0.0207966666666667,193.266666666667,0.938833333333333,4.51033333333333,35.461,6,1.42,1,2.84,38.215,35.461,40.365,399.809333333333,391.848666666667,9.86423333333333,12.6491666666667,14.9076666666667,19.1546666666667,199.643333333333,1600,0,101.9,22.2,0.837,1,-0.22,2.74,1,0,0.16,111115,15
8,2,32837.4,NA,NA,0,NA,8,1971.9,0,4.92,0.0664,261.266666666667,0.3102,0.4802,15.9166666666667,6,1.42,1,2.84,13.2813333333333,15.9166666666667,11.51,399.769333333333,384.631333333333,12.1582,13.0777333333333,81.034,87.1626666666667,199.7,1599,0,102.1,17,0.49,0.92,-0.22,2.74,1,0,0.16,111115,15
8,3,33796.5333333333,NA,NA,15,NA,23,2930.83333333333,0,5.28133333333333,0.09556,289.6,0.647866666666667,0.702866666666667,18.4206666666667,6,1.42,1,2.84,16.34,18.4206666666667,15.09,400.922,384.304,12.0345333333333,13.9536666666667,65.868,76.3726666666667,199.7,1599,0,102.1,19.2,0.746,1,-0.22,2.74,1,0,0.16,111115,15
8,4,34610.6,NA,NA,19,NA,38,3744.86666666667,0,5.33133333333333,0.0943933333333333,284.2,0.938666666666667,1.02866666666667,21.1573333333333,6,1.42,1,2.84,19.6953333333333,21.1573333333333,18.99,399.776,382.68,11.8474666666667,14.6262,52.4986666666667,64.8126666666667,199.7,1600,0,102,20.2,0.873,1,-0.22,2.74,1,0,0.16,111115,15
8,5,36011.3666666667,NA,NA,25,NA,60.5,5145.13333333333,0,5.12966666666667,0.0720033333333333,255.666666666667,1.19,1.73533333333333,25.4063333333333,6,1.42,1,2.84,24.9283333333333,25.4063333333333,25.04,399.995,383.212666666667,11.4909333333333,15.0106,37.2943333333333,48.7066666666667,199.7,1600,0,102,20.7,0.879,1,-0.22,2.74,1,0,0.16,111115,15
8,6,38172.4,NA,NA,31,NA,83,7306.33333333333,0,4.17933333333333,0.0433533333333333,217.066666666667,1.16,2.7,29.66,6,1.42,1,2.84,30.18,29.66,31.09,400.284,386.375333333333,11.0016,14.4476666666667,26.08,34.25,199.626666666667,1599,0,102.1,21.4,0.874,1,-0.22,2.74,1,0,0.16,111115,15
8,7,39271.6,NA,NA,35,NA,98,8406.1,0,3.408,0.0313,196.8,1.07,3.43,32.2626666666667,6,1.42,1,2.84,33.5573333333333,32.2626666666667,34.99,400.492,388.995333333333,10.7119333333333,13.8891333333333,20.9713333333333,27.1933333333333,199.6,1599.73333333333,0,102,21.7,0.861,1,-0.22,2.74,1,0,0.16,111115,15
8,8,40991.6666666667,NA,NA,41,NA,120.5,10125.8333333333,0,1.811,0.01585,188.366666666667,0.734566666666667,4.64633333333333,35.8563333333333,6,1.42,1,2.84,38.2186666666667,35.8563333333333,40.3503333333333,400.234666666667,393.923666666667,10.3683333333333,12.5483,15.75,19.0843333333333,199.643333333333,1600,0,102.1,22.45,0.846,0.92,-0.22,2.74,1,0,0.16,111115,15
