index,Site,Date,Taxon,TimeStart,Filename,sample,Notes,Tair_C,Tleaf_C,curveID
1105,Road,,Lupinus,,063016-stm-lup1,lup1,,46.40238876,36.90927633,129
1106,Road,,Geranium,,063016-stm-ger1,ger1,,2.858307362,10.92217484,130
1107,Road,,Geranium,,063016-stm-ger1,ger1,,6.824789588,12.96086597,130
1108,Road,,Geranium,,063016-stm-ger1,ger1,,10.96445675,15.36741193,130
1109,Road,,Geranium,,063016-stm-ger1,ger1,,15.53056742,18.42428627,130
1110,Road,,Geranium,,063016-stm-ger1,ger1,,19.72659747,20.69114939,130
1111,Road,,Geranium,,063016-stm-ger1,ger1,,24.02699331,22.88056424,130
1112,Road,,Geranium,,063016-stm-ger1,ger1,,28.9445446,26.760355,130
1113,Road,,Geranium,,063016-stm-ger1,ger1,,33.37400589,29.58385976,130
1114,Road,,Geranium,,063016-stm-ger1,ger1,,37.81394933,32.5574852,130
1115,Road,,Geranium,,063016-stm-ger1,ger1,,42.095858,34.74387614,130
1116,Road,,Geranium,,063016-stm-ger1,ger1,,46.57428055,35.82144241,130
1117,Road,,Artemisia tridentata,,063016-stm-sage1,sage1,,3.004970996,9.900590769,131
1118,Road,,Artemisia tridentata,,063016-stm-sage1,sage1,,7.162260342,12.50787023,131
1119,Road,,Artemisia tridentata,,063016-stm-sage1,sage1,,11.20915038,15.90421944,131
1120,Road,,Artemisia tridentata,,063016-stm-sage1,sage1,,15.55966587,17.88531736,131
1121,Road,,Artemisia tridentata,,063016-stm-sage1,sage1,,19.72523193,20.31957843,131
1122,Road,,Artemisia tridentata,,063016-stm-sage1,sage1,,24.2107048,22.83316409,131
1123,Road,,Artemisia tridentata,,063016-stm-sage1,sage1,,28.91351611,26.33338356,131
1124,Road,,Artemisia tridentata,,063016-stm-sage1,sage1,,33.40579631,30.30869128,131
1125,Road,,Artemisia tridentata,,063016-stm-sage1,sage1,,37.64261907,32.48142039,131
1126,Road,,Artemisia tridentata,,063016-stm-sage1,sage1,,41.8780777,34.79241409,131
